Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments
SECOM Trust Systems Co. Ltd.,"SECOM Trust Systems CO.,LTD.",Security Communication EV RootCA1,Security Communication EV RootCA1,FE:B8:C4:32:DC:F9:76:9A:CE:AE:3D:D8:90:8F:FD:28:86:65:64:7D,2007 Jun 06,2037 Jun 06,2048,SHA-1,Websites,1.2.392.200091.100.721.1,https://bugzilla.mozilla.org/show_bug.cgi?id=394419,NSS 3.12.4,Firefox 3.5,https://repo2.secomtrust.net/ev.gif,,http://www.secomtrust.net/,https://repository.secomtrust.net/EV-Root1/index.html,https://repository.secomtrust.net/EV-Root1/index.html,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,PricewaterhouseCoopers,WebTrust,2014.07.31,
SECOM Trust Systems Co. Ltd.,"SECOM Trust Systems CO.,LTD.",Security Communication RootCA2,Security Communication RootCA2,5F:3B:8C:F2:F8:10:B3:7D:78:B4:CE:EC:19:19:C3:73:34:B9:C7:74,2009 May 29,2029 May 29,2048,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=527419,NSS 3.13.2,Firefox 11,https://scrootca2test.secomtrust.net/,,http://www.secomtrust.net/,https://repository.secomtrust.net/SC-Root2/index.html,https://repository.secomtrust.net/SC-Root/SCRootCPS.pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,,PricewaterhouseCoopers,WebTrust,2014.07.31,
SECOM Trust Systems Co. Ltd.,SECOM Trust.net,Security Communication RootCA1,Security Communication Root CA,36:B1:2B:49:F9:81:9E:D7:4C:9E:BC:38:0F:C6:56:8F:5D:AC:B2:F7,2003 Sep 30,2023 Sep 30,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=260259,NSS 3.9.5,Firefox 1,https://testrepository.secomtrust.net/secom/ssl.html,,http://www.secomtrust.net/,https://repository.secomtrust.net/SC-Root1/index.html,https://repository.secomtrust.net/SC-Root1/index.html,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,,PricewaterhouseCoopers,WebTrust,2014.07.31,
Trustwave,SecureTrust Corporation,,Secure Global CA,3A:44:73:5A:E5:81:90:1F:24:86:61:46:1E:3B:9C:C4:5F:F5:3A:1B,2006 Nov 07,2029 Dec 31,2048,SHA-1,Code; Email; Websites,2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=409838,NSS 3.11.10,Firefox 3.0.2,https://sgcatest.trustwave.com,,http://www.trustwave.com/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1770&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,https://cert.webtrust.org/SealFile?seal=1767&file=pdf,Grant Thornton,WebTrust,2014.11.14,
Trustwave,SecureTrust Corporation,,SecureTrust CA,87:82:C6:C3:04:35:3B:CF:D2:96:92:D2:59:3E:7D:44:D9:34:FF:11,2006 Nov 07,2029 Dec 31,2048,SHA-1,Code; Websites,2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=409837,NSS 3.11.10,Firefox 3.0.2,https://stcatest.trustwave.com,,http://www.trustwave.com/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1770&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,Grant Thornton,WebTrust,2014.11.14,
SG Trust Services,SG TRUST SERVICES,0002 43525289500022,SG TRUST SERVICES RACINE,0C:62:8F:5C:55:70:B1:C9:57:FA:FD:38:3F:B0:3D:7B:7D:D7:B9:C6,2010 Sep 06,2030 Sep 05,4096,SHA-256,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=662259,NSS 3.15.4,Firefox 27,Websites trust bit not set.,,http://www.sgtrustservices.com/en/index.htm,http://www.sgtrustservices.com/home/web/guest/politiquecertifrgs2,http://www.sgtrustservices.com/home/web/guest/politiquecertifrgs2,http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf,Websites trust bit not set.,,LSTI,ETSI TS 102 042,2014.09.15,"Annual surveillance audit statement date: Sept 15, 2014 ETSI Certificate: https://bug662259.bugzilla.mozilla.org/attachment.cgi?id=8583196"
PROCERT,Sistema Nacional de Certificacion Electronica,Superintendencia de Servicios de Certificacion Electronica,PSCProcert,70:C1:8D:74:B4:28:81:0A:E4:FD:A5:75:D7:01:9F:99:B0:3D:50:74,2010 Dec 28,2020 Dec 25,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=593805,NSS 3.15,Firefox 23,https://mail.procert.net.ve/exchange,,https://www.procert.net.ve/eng/index.asp,https://www.procert.net.ve/eng/declaration.asp,https://www.procert.net.ve/eng/declaration.asp,https://bugzilla.mozilla.org/attachment.cgi?id=8505016,NONE!,,SUSCERTE Registered Auditor,ETSI TS 102 042,2014.06.20,
Certicámara S.A.,Sociedad Cameral de Certificación Digital - Certicámara S.A.,,AC Raíz Certicámara S.A.,CB:A1:C5:F8:B0:E3:5E:B8:B9:45:12:D3:F9:34:A2:E9:06:10:D3:36,2006 Nov 27,2030 Apr 02,4096,SHA-1,Code; Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=401262,NSS 3.12.4,Firefox 3.5,Websites trust bit turned off in Firefox 32.,,http://www.certicamara.com,http://www.certicamara.com/dpc/,http://www.certicamara.com/dpc/,https://cert.webtrust.org/SealFile?seal=1709&file=pdf,Websites trust bit turned off in Firefox 32.,,Deloitte,WebTrust,2014.07.14,Websites trust bit turned off in Firefox 32.
TeliaSonera,Sonera,,Sonera Class1 CA,07:47:22:01:99:CE:74:B9:7C:B0:3D:79:B2:64:A2:C8:55:E9:33:FF,2001 Apr 06,2021 Apr 06,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=258416,NSS 3.9.6,Firefox 1,Websites trust bit not set.,,http://www.teliasonera.com,http://repository.trust.teliasonera.com/CPS/index3.html,http://repository.trust.teliasonera.com/CPS/index3.html,https://cert.webtrust.org/SealFile?seal=1729&file=pdf,Websites trust bit not set.,,Ernst & Young,WebTrust,2014.07.27,
TeliaSonera,Sonera,,Sonera Class2 CA,37:F7:6D:E6:07:7C:90:C5:B1:3E:93:1A:B7:41:10:B4:F2:E4:9A:27,2001 Apr 06,2021 Apr 06,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=258416,NSS 3.9.6,Firefox 1,https://Juolukka.cover.sonera.net:10443,,http://www.teliasonera.com,http://repository.trust.teliasonera.com/CPS/,http://repository.trust.teliasonera.com/CPS/,https://cert.webtrust.org/SealFile?seal=1729&file=pdf,https://support.partnergate.sonera.com/download/CA/braudit2013.pdf,,Ernst & Young,WebTrust,2014.07.27,
"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden EV Root CA,76:E2:7E:C1:4F:DB:82:C1:C0:A6:75:B5:05:BE:3D:29:B4:ED:DB:BB,2010 Dec 08,2022 Dec 08,4096,SHA-256,Websites,2.16.528.1.1003.1.2.7,https://bugzilla.mozilla.org/show_bug.cgi?id=1016568,NSS 3.18,Firefox 38,https://pkioevssl-v.quovadisglobal.com,None,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,KPMG,WebTrust,2015.03.03,
"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden Root CA,10:1D:FA:3F:D5:0B:CB:BB:9B:B5:60:0C:19:55:A4:1A:F4:73:3A:04,2002 Dec 17,2015 Dec 16,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=243424,NSS 3.9.6,Firefox 1,https://www.elkk.amsterdam.nl/,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,,KPMG,WebTrust,2015.03.03,
"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden Root CA - G2,59:AF:82:79:91:86:C7:B4:75:07:CB:CF:03:57:46:EB:04:DD:B7:16,2008 Mar 26,2020 Mar 25,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=436056,NSS 3.12.6,Firefox 3.6.2,https://www.digid.nl/,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,,KPMG,WebTrust,2015.03.03,"SubCA audit updates are noted here: https://bugzilla.mozilla.org/show_bug.cgi?id=551399 . Exception to BR granted 1/27/2012: Off-line Domain subCAs will not have OCSP. Though, all of the issuing subCAs will have OCSP."
"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden Root CA - G3,D8:EB:6B:41:51:92:59:E0:F3:E7:85:00:C0:3D:B6:88:97:C9:EE:FC,2013 Nov 14,2028 Nov 13,4096,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1016568,NSS 3.18,Firefox 38,https://roottest-g3.pkioverheid.nl,None,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,,KPMG,WebTrust,2015.03.03,
GoDaddy,"Starfield Technologies, Inc.",Starfield Class 2 Certification Authority,Starfield Class 2 CA,AD:7E:1C:28:B0:64:EF:8F:60:03:40:20:14:C3:D0:E3:37:0E:B5:8A,2004 Jun 29,2034 Jun 29,2048,SHA-1,Code; Email; Websites,2.16.840.1.114414.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=284677,NSS 3.10,Firefox 1,https://valid.sfi.catest.starfieldtech.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,
GoDaddy,"Starfield Technologies, Inc.",,Starfield Root Certificate Authority - G2,B5:1C:06:7C:EE:2B:0C:3D:F8:55:AB:2D:92:F4:FE:39:D4:E7:0F:0E,2009 Sep 01,2037 Dec 31,2048,SHA-256,Code; Websites,2.16.840.1.114414.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=527056,NSS 3.12.10,Firefox 6.0,https://valid.sfig2.catest.starfieldtech.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,
GoDaddy,"Starfield Technologies, Inc.",,Starfield Services Root Certificate Authority - G2,92:5A:8F:8D:2C:6D:04:E0:66:5F:59:6A:FF:22:D8:63:E8:25:6F:3F,2009 Sep 01,2037 Dec 31,2048,SHA-256,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=527056,NSS 3.12.10,Firefox 6.0,https://valid.sfsg2.catest.starfieldtech.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,,KPMG,WebTrust,2014.08.14,
Start Commercial (StartCom) Ltd.,StartCom Ltd.,Secure Digital Certificate Signing,StartCom Certification Authority,3E:2B:F7:F2:03:1B:96:F3:8C:E6:C4:D8:A8:5D:3E:2D:58:47:6A:0F,2006 Sep 17,2036 Sep 17,4096,SHA-1,Code; Email; Websites,1.3.6.1.4.1.23223.1.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=362304,NSS 3.11.8,Firefox 2,,,http://www.startssl.com/,https://www.startssl.com/?app=26,https://www.startssl.com/?app=26,https://www.startssl.com/ey-webtrust.pdf,https://www.startssl.com/ey-webtrust-br.pdf,https://www.startssl.com/ey-webtrust-ev.pdf,Ernst & Young,WebTrust,2015.03.31,
Start Commercial (StartCom) Ltd.,StartCom Ltd.,Secure Digital Certificate Signing,StartCom Certification Authority,A3:F1:33:3F:E2:42:BF:CF:C5:D1:4E:8F:39:42:98:40:68:10:D1:A0,2006 Sep 17,2036 Sep 17,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.23223.1.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=602750,NSS 3.13.6,Firefox 16,https://www.startcom.org/,,http://www.startssl.com/,https://www.startssl.com/?app=26,https://www.startssl.com/?app=26,https://www.startssl.com/ey-webtrust.pdf,https://www.startssl.com/ey-webtrust-br.pdf,https://www.startssl.com/ey-webtrust-ev.pdf,Ernst & Young,WebTrust,2015.03.31,
Start Commercial (StartCom) Ltd.,StartCom Ltd.,,StartCom Certification Authority G2,31:F1:FD:68:22:63:20:EE:C6:3B:3F:9D:EA:4A:3E:53:7C:7C:39:17,2010 Jan 01,2039 Dec 31,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.23223.1.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=640368,NSS 3.13.6,Firefox 16,https://g2.startcom.org/,,http://www.startssl.com/,https://www.startssl.com/?app=26,https://www.startssl.com/?app=26,https://www.startssl.com/ey-webtrust.pdf,https://www.startssl.com/ey-webtrust-br.pdf,https://www.startssl.com/ey-webtrust-ev.pdf,Ernst & Young,WebTrust,2015.03.31,
Swisscom (Switzerland) Ltd,Swisscom,Digital Certificate Services,Swisscom Root CA 1,5F:3A:FC:0A:8B:64:F6:86:67:34:74:DF:7E:A9:A2:FE:F9:FA:7A:51,2005 Aug 18,2025 Aug 18,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=342470,NSS 3.11.4,Firefox 2,https://test-emerald-ca-1.pre.swissdigicert.ch/,,http://www.swissdigicert.ch/sdcs/portal/page?lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,,KPMG,ETSI TS 102 042,2014.06.18,http://www.seco.admin.ch/sas/00229/05092/index.html?lang=en
Swisscom (Switzerland) Ltd,Swisscom,Digital Certificate Services,Swisscom Root CA 2,77:47:4F:C6:30:E4:0F:4C:47:64:3F:84:BA:B8:C6:95:4A:8A:41:EC,2011 Jun 24,2031 Jun 25,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=759732,NSS 3.15,Firefox 23,https://test-emerald-ca-2.pre.swissdigicert.ch/,,http://www.swissdigicert.ch/sdcs/portal/page?lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,,KPMG,ETSI TS 102 042,2014.06.18,http://www.seco.admin.ch/sas/00229/05092/index.html?lang=en
Swisscom (Switzerland) Ltd,Swisscom,Digital Certificate Services,Swisscom Root EV CA 2,E7:A1:90:29:D3:D5:52:DC:0D:0F:C6:92:D3:EA:88:0D:15:2E:1A:6B,2011 Jun 24,2031 Jun 25,4096,SHA-256,Code; Websites,2.16.756.1.83.21.0,https://bugzilla.mozilla.org/show_bug.cgi?id=759732,NSS 3.15,Firefox 23,https://test-quarz-ev-ca-2.pre.swissdigicert.ch/,,http://www.swissdigicert.ch/sdcs/portal/page?lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,KPMG,ETSI TS 102 042,2014.06.18,http://www.seco.admin.ch/sas/00229/05092/index.html?lang=en
SwissSign AG,SwissSign AG,,SwissSign Gold CA - G2,D8:C5:38:8A:B7:30:1B:1B:6E:D4:7A:E6:45:25:3A:6F:9F:1A:27:61,2006 Oct 25,2036 Oct 25,4096,SHA-1,Code; Email; Websites,2.16.756.1.89.1.2.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=343756,NSS 3.11.9,Firefox 2,https://testevg2.swisssign.net,,http://www.swisssign.com/,http://swisssign.com/repository,http://swisssign.com/repository,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,KPMG,ETSI TS 102 042,2015.04.02,
SwissSign AG,SwissSign AG,,SwissSign Platinum CA - G2,56:E0:FA:C0:3B:8F:18:23:55:18:E5:D3:11:CA:E8:C2:43:31:AB:66,2006 Oct 25,2036 Oct 25,4096,SHA-1,Code; Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=343756,NSS 3.11.9,Firefox 2,Websites trust bit not set.,,http://www.swisssign.com/,http://swisssign.com/repository,http://swisssign.com/repository,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,,,KPMG,ETSI TS 102 042,2015.04.02,
SwissSign AG,SwissSign AG,,SwissSign Silver CA - G2,9B:AA:E5:9F:56:EE:21:CB:43:5A:BE:25:93:DF:A7:F0:40:D1:1D:CB,2006 Oct 25,2036 Oct 25,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=343756,NSS 3.11.9,Firefox 2,https://testsilverg2.swisssign.net,,http://www.swisssign.com/,http://swisssign.com/repository,http://swisssign.com/repository,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,,KPMG,ETSI TS 102 042,2015.04.02,
T-Systems International GmbH,T-Systems Enterprise Services GmbH,T-Systems Trust Center,T-TeleSec GlobalRoot Class 2,59:0D:2D:7D:88:4F:40:2E:61:7E:A5:62:32:17:65:CF:17:D8:94:E9,2008 Oct 01,2033 Oct 01,2048,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=892390,NSS 3.16,Firefox 29,https://root-class2.test.telesec.de,,http://www.t-systems.com/,http://www.telesec.de/pki/roots.html,http://www.telesec.de/pki/roots.html,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,,Ernst & Young,WebTrust,2014.07.11,
T-Systems International GmbH,T-Systems Enterprise Services GmbH,T-Systems Trust Center,T-TeleSec GlobalRoot Class 3,55:A6:72:3E:CB:F2:EC:CD:C3:23:74:70:19:9D:2A:BE:11:E3:81:D1,2008 Oct 01,2033 Oct 01,2048,SHA-256,Websites,1.3.6.1.4.1.7879.13.24.1,https://bugzilla.mozilla.org/show_bug.cgi?id=669849,NSS 3.14,Firefox 18,https://root-class3.test.telesec.de,,http://www.t-systems.com/,http://www.telesec.de/pki/roots.html,http://www.telesec.de/pki/roots.html,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,Ernst & Young,WebTrust,2014.07.11,
Taiwan-CA Inc. (TWCA),TAIWAN-CA,Root CA,TWCA Global Root CA,9C:BB:48:53:F6:A4:F6:D3:52:A4:E8:32:52:55:60:13:F5:AD:AF:65,2012 Jun 27,2030 Dec 31,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.40869.1.1.22.3,https://bugzilla.mozilla.org/show_bug.cgi?id=810133,NSS 3.15.4,Firefox 27,https://evssldemo3.twca.com.tw/index.html,,http://www.twca.com.tw/Portal/english/coporate_profile/mission.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,https://cert.webtrust.org/SealFile?seal=1695&file=pdf,https://www.twca.com.tw/picture/file/COMODO_BaselineRequirements_2013.pdf,https://cert.webtrust.org/SealFile?seal=1694&file=pdf,DFK,WebTrust,2014.05.15,
Taiwan-CA Inc. (TWCA),TAIWAN-CA,Root CA,TWCA Root Certification Authority,CF:9E:87:6D:D3:EB:FC:42:26:97:A3:B5:A3:7A:A0:76:A9:06:23:48,2008 Aug 28,2030 Dec 31,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.40869.1.1.22.3,https://bugzilla.mozilla.org/show_bug.cgi?id=518503,NSS 3.12.11,Firefox 6.0.2,https://evssldemo.twca.com.tw/index.html,,http://www.twca.com.tw/Portal/english/coporate_profile/mission.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,https://cert.webtrust.org/SealFile?seal=1695&file=pdf,https://www.twca.com.tw/picture/file/COMODO_BaselineRequirements_2013.pdf,https://cert.webtrust.org/SealFile?seal=1694&file=pdf,DFK,WebTrust,2014.05.15,
Symantec / TC TrustCenter,TC TrustCenter GmbH,TC TrustCenter Class 2 CA,TC TrustCenter Class 2 CA II,AE:50:83:ED:7C:F4:5C:BC:8F:61:C6:21:FE:68:5D:79:42:21:15:6E,2006 Jan 12,2025 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=392024,NSS 3.12.4,Firefox 3.5,https://testserver.class2-ii.trustcenter.de,,http://www.trustcenter.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,,TUVIT,ETSI TS 102 042,2014.02.14,
"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",TC TrustCenter GmbH,TC TrustCenter Class 3 CA,TC TrustCenter Class 3 CA II,80:25:EF:F4:6E:70:C8:D4:72:24:65:84:FE:40:3B:8A:8D:6A:DB:F5,2006 Jan 12,2025 Dec 31,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=392024,NSS 3.12.4,Firefox 3.5,Websites trust bit turned off in FF 38,,https://www.s-trust.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_de/6744UD_s.pdf,,,TUVIT,ETSI TS 102 042,2014.11.04,Websites and Code Signing trust bits will be turned off according to Bug #1105374.
Symantec / TC TrustCenter,TC TrustCenter GmbH,TC TrustCenter Universal CA,TC TrustCenter Universal CA I,6B:2F:34:AD:89:58:BE:62:FD:B0:6B:5C:CE:BB:9D:D9:4F:4E:39:F3,2006 Mar 22,2025 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=392024,NSS 3.12.4,Firefox 3.5,https://www.trustcenter.de,,http://www.trustcenter.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,,TUVIT,ETSI TS 102 042,2014.02.14,
Symantec / TC TrustCenter,TC TrustCenter GmbH,TC TrustCenter Universal CA,TC TrustCenter Universal CA III,96:56:CD:7B:57:96:98:95:D0:E1:41:46:68:06:FB:B8:C6:11:06:87,2009 Sep 09,2029 Dec 31,2048,SHA-1,All Trust Bits Turned Off,1.2.276.0.44.1.1.1.4,https://bugzilla.mozilla.org/show_bug.cgi?id=593063,NSS 3.12.9,Firefox 4.0,Not yet issuing SSL certs.,,http://www.trustcenter.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6722UE_s.pdf,TUVIT,ETSI TS 102 042,2014.02.14,
TeliaSonera,TeliaSonera,,TeliaSonera Root CA v1,43:13:BB:96:F1:D5:86:9B:C1:4E:6A:92:F6:CF:F6:34:69:87:82:37,2007 Oct 18,2032 Oct 18,4096,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=539924,NSS 3.16,Firefox 29,https://juolukka.cover.sonera.net:10443,,http://www.teliasonera.com,https://repository.trust.teliasonera.com/,https://repository.trust.teliasonera.com/CPS/,https://cert.webtrust.org/SealFile?seal=1729&file=pdf,https://support.partnergate.sonera.com/download/CA/braudit2013.pdf,,Ernst & Young,WebTrust,2014.07.27,
Symantec / Thawte,"thawte, Inc.","(c) 2006 thawte, Inc. - For authorized use only",thawte Primary Root CA,91:C6:D6:EE:3E:8A:C8:63:84:E5:48:C2:99:29:5C:75:6C:81:7B:81,2006 Nov 17,2036 Jul 16,2048,SHA-1,Code; Websites,2.16.840.1.113733.1.7.48.1,https://bugzilla.mozilla.org/show_bug.cgi?id=407163,NSS 3.11.10,Firefox 3.0.2,https://ssltest6.bbtest.net/,,http://www.thawte.com,http://www.thawte.com/repository,http://www.thawte.com/cps/index.html,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,KPMG,WebTrust,2014.06.18,
Symantec / Thawte,"thawte, Inc.","(c) 2007 thawte, Inc. - For authorized use only",thawte Primary Root CA - G2,AA:DB:BC:22:23:8F:C4:01:A1:27:BB:38:DD:F4:1D:DB:08:9E:F0:12,2007 Nov 05,2038 Jan 18,ECC,ECC,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409237,NSS 3.12.6,Firefox 3.6.2,https://ssltest40.ssl.symclab.com,,http://www.thawte.com,http://www.thawte.com/repository,http://www.thawte.com/cps/index.html,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
